	Gene	Corrected fold-changes	category	gset	Library
17644	GOLGA6D	-0.5657812762946451	Common	Hart2017	MiniLibCas9
17645	SIN3A	-2.8345436286337677	Common	Hart2017	MiniLibCas9
17646	SNUPN	-0.8830832684292507	Common	Hart2017	MiniLibCas9
17647	IMP3	-2.625867322261076	Common	Hart2017	MiniLibCas9
17648	WDR61	-1.7228213453174908	Common	Hart2017	MiniLibCas9
17649	PSMA4	-3.146514142636593	Common	Hart2017	MiniLibCas9
17650	EFL1	-1.435412113085299	Common	Hart2017	MiniLibCas9
17651	GOLGA6L9	-1.1563206776016448	Common	Hart2017	MiniLibCas9
17652	RPS17	-3.03524298313146	Common	Hart2017	MiniLibCas9
17653	RAMAC	-0.9791599509202136	Common	Hart2017	MiniLibCas9
17654	UBE2Q2L	-1.091622202717136	Common	Hart2017	MiniLibCas9
17655	MRPL46	-0.5664320333910338	Common	Hart2017	MiniLibCas9
17656	MRPS11	-0.4049502660229144	Common	Hart2017	MiniLibCas9
17657	DET1	-0.4415982917891037	Common	Hart2017	MiniLibCas9
17658	TICRR	-2.8195555631022167	Common	Hart2017	MiniLibCas9
17659	BLM	-0.2572612805136072	Common	Hart2017	MiniLibCas9
17660	FURIN	-0.5008242104952453	Common	Hart2017	MiniLibCas9
17661	PRC1	-1.5594215936484463	Common	Hart2017	MiniLibCas9
17662	IGF1R	-1.5667338605838066	Common	Hart2017	MiniLibCas9
17663	ADAMTS17	-0.222819017886421	Exclusive	Hart2017	MiniLibCas9
17664	SNRPA1	-3.1119626309140576	Common	Hart2017	MiniLibCas9
17665	TM2D3	-0.180173489701546	Exclusive	Hart2017	MiniLibCas9
17666	OR4F4	-1.0655949677663332	Common	Hart2017	MiniLibCas9
17667	POLR3K	-2.5191356458484693	Common	Hart2017	MiniLibCas9
17668	SNRNP25	-3.471297344486456	Common	Hart2017	MiniLibCas9
17669	MRPL28	-0.1998797940786397	Exclusive	Hart2017	MiniLibCas9
17670	STUB1	-0.2171876102453271	Exclusive	Hart2017	MiniLibCas9
17671	WDR24	-0.4242223999117469	Common	Hart2017	MiniLibCas9
17672	CIAO3	-1.7205549509761155	Common	Hart2017	MiniLibCas9
17673	CACNA1H	-0.2766534845779427	Common	Hart2017	MiniLibCas9
17674	UBE2I	-3.804018169027688	Common	Hart2017	MiniLibCas9
17675	TELO2	-0.623117029110712	Common	Hart2017	MiniLibCas9
17676	CRAMP1	-0.3985004855332454	Common	Hart2017	MiniLibCas9
17677	MRPS34	-0.6467555464424583	Common	Hart2017	MiniLibCas9
17678	NUBP2	-0.6297705332654663	Common	Hart2017	MiniLibCas9
17679	NDUFB10	-0.5963757987535869	Common	Hart2017	MiniLibCas9
17680	RPS2	-3.2129983050736435	Common	Hart2017	MiniLibCas9
17681	TBL3	-1.847845245182244	Common	Hart2017	MiniLibCas9
17682	GFER	-1.6591032448282648	Common	Hart2017	MiniLibCas9
17683	E4F1	-1.0740563294110386	Common	Hart2017	MiniLibCas9
17684	TEDC2	-0.3557268170719695	Common	Hart2017	MiniLibCas9
17685	ATP6V0C	-4.889131055951443	Common	Hart2017	MiniLibCas9
17686	PDPK1	-0.512584510445871	Common	Hart2017	MiniLibCas9
17687	ELOB	-1.49784140439368	Common	Hart2017	MiniLibCas9
17688	PKMYT1	-2.06394758706424	Common	Hart2017	MiniLibCas9
17689	CLDN6	-0.3009393716471494	Common	Hart2017	MiniLibCas9
17690	THOC6	-0.2259159481681526	Common	Hart2017	MiniLibCas9
17691	PAM16	-2.564140734045127	Common	Hart2017	MiniLibCas9
17692	DNAJA3	-0.8086812869858012	Common	Hart2017	MiniLibCas9
17693	SEC14L5	-0.1696870630759962	Exclusive	Hart2017	MiniLibCas9
17694	ALG1	-1.4353292702476033	Common	Hart2017	MiniLibCas9
17695	USP7	-0.570075816589166	Common	Hart2017	MiniLibCas9
17696	NUBP1	-1.7037483167897585	Common	Hart2017	MiniLibCas9
17697	RSL1D1	-1.21708471528569	Common	Hart2017	MiniLibCas9
17698	GSPT1	-3.110471293127541	Common	Hart2017	MiniLibCas9
17699	RRN3	-1.701067481205641	Common	Hart2017	MiniLibCas9
17700	NPIPA5	-1.4773926845994356	Common	Hart2017	MiniLibCas9
17701	NDE1	-2.2421164114330088	Common	Hart2017	MiniLibCas9
17702	NPIPA7	-0.4784064215806949	Common	Hart2017	MiniLibCas9
17703	RPS15A	-2.1761005454681506	Common	Hart2017	MiniLibCas9
17704	SMG1	-1.885981620963363	Common	Hart2017	MiniLibCas9
17705	CCP110	-0.1933460440795363	Exclusive	Hart2017	MiniLibCas9
17706	UQCRC2	-0.3132180925235356	Common	Hart2017	MiniLibCas9
17707	POLR3E	-1.0025111945198042	Common	Hart2017	MiniLibCas9
17708	EARS2	-0.3181194568884393	Common	Hart2017	MiniLibCas9
17709	NDUFAB1	-0.2762516857372201	Common	Hart2017	MiniLibCas9
17710	PALB2	-0.2162903112933292	Exclusive	Hart2017	MiniLibCas9
17711	DCTN5	-2.986756715891828	Common	Hart2017	MiniLibCas9
17712	PLK1	-5.017608112319063	Common	Hart2017	MiniLibCas9
17713	RBBP6	-1.9276916212445376	Common	Hart2017	MiniLibCas9
17714	GTF3C1	-1.290958971410412	Common	Hart2017	MiniLibCas9
17715	NPIPB6	-1.8659675634704689	Common	Hart2017	MiniLibCas9
17716	EIF3CL	-3.4103744264158884	Common	Hart2017	MiniLibCas9
17717	SGF29	-0.2410945145582301	Common	Hart2017	MiniLibCas9
17718	EIF3C	-1.6056275933004256	Common	Hart2017	MiniLibCas9
17719	NPIPB9	-2.271260271588448	Common	Hart2017	MiniLibCas9
17720	TUFM	-0.1757611392308093	Exclusive	Hart2017	MiniLibCas9
17721	ALDOA	-0.8824210890735154	Common	Hart2017	MiniLibCas9
17722	PPP4C	-1.2292066557954904	Common	Hart2017	MiniLibCas9
17723	MAPK3	-0.4023023955008715	Common	Hart2017	MiniLibCas9
17724	SRCAP	-2.8489298094155284	Common	Hart2017	MiniLibCas9
17725	RNF40	-0.8295437605918092	Common	Hart2017	MiniLibCas9
17726	SETD1A	-1.2398561446026877	Common	Hart2017	MiniLibCas9
17727	STX4	-1.9668446941436304	Common	Hart2017	MiniLibCas9
17728	KAT8	-3.2421506570056136	Common	Hart2017	MiniLibCas9
17729	ITGAM	-0.1749532459950465	Exclusive	Hart2017	MiniLibCas9
17730	COX6A2	-0.1658818900664369	Exclusive	Hart2017	MiniLibCas9
17731	SHCBP1	-0.2428364857703837	Common	Hart2017	MiniLibCas9
17732	VPS35	-0.5995099901279151	Common	Hart2017	MiniLibCas9
17733	ORC6	-3.585308672288768	Common	Hart2017	MiniLibCas9
17734	HEATR3	-0.4772957540688891	Common	Hart2017	MiniLibCas9
17735	CES5A	-0.2156294052459875	Exclusive	Hart2017	MiniLibCas9
17736	NUDT21	-2.8753446092181107	Common	Hart2017	MiniLibCas9
17737	MT1E	-0.7810419931191919	Common	Hart2017	MiniLibCas9
17738	MT1G	-0.8087650086965628	Common	Hart2017	MiniLibCas9
17739	MT1H	-0.6286796728152666	Common	Hart2017	MiniLibCas9
17740	NUP93	-3.595119199201262	Common	Hart2017	MiniLibCas9
17741	POLR2C	-4.509072817127318	Common	Hart2017	MiniLibCas9
17742	CFAP20	-0.2505109610705868	Common	Hart2017	MiniLibCas9
17743	GINS3	-1.899637541867281	Common	Hart2017	MiniLibCas9
17744	NAE1	-0.9348684768360436	Common	Hart2017	MiniLibCas9
17745	CIAO2B	-0.9779121711277222	Common	Hart2017	MiniLibCas9
17746	ATP6V0D1	-2.6836114301659286	Common	Hart2017	MiniLibCas9
17747	CTCF	-1.7157685866415653	Common	Hart2017	MiniLibCas9
17748	CENPT	-2.415693582810177	Common	Hart2017	MiniLibCas9
17749	THAP11	-0.3465754049983407	Common	Hart2017	MiniLibCas9
17750	NUTF2	-3.411226542856678	Common	Hart2017	MiniLibCas9
17751	SLC7A6OS	-0.7961643302766195	Common	Hart2017	MiniLibCas9
17752	PRMT7	-0.3297650744610105	Common	Hart2017	MiniLibCas9
17753	CDH1	-0.4036875210138544	Common	Hart2017	MiniLibCas9
17754	TANGO6	-2.6743440004364984	Common	Hart2017	MiniLibCas9
17755	UTP4	-1.4809561908511522	Common	Hart2017	MiniLibCas9
17756	COG8	-0.5081661011957576	Common	Hart2017	MiniLibCas9
17757	NIP7	-2.37402138478799	Common	Hart2017	MiniLibCas9
17758	TERF2	-2.067565833263365	Common	Hart2017	MiniLibCas9
17759	NOB1	-0.8951847843784919	Common	Hart2017	MiniLibCas9
17760	EXOSC6	-2.2266251404622928	Common	Hart2017	MiniLibCas9
17761	AARS1	-3.103481352865905	Common	Hart2017	MiniLibCas9
17762	COG4	-0.5667559275976822	Common	Hart2017	MiniLibCas9
17763	SF3B3	-2.456000762085382	Common	Hart2017	MiniLibCas9
17764	TXNL4B	-1.937468937018636	Common	Hart2017	MiniLibCas9
17765	DHX38	-4.290687325537656	Common	Hart2017	MiniLibCas9
17766	PSMD7	-4.043080057050813	Common	Hart2017	MiniLibCas9
17767	KARS1	-1.7440576506655416	Common	Hart2017	MiniLibCas9
17768	CENPN	-3.76318132952483	Common	Hart2017	MiniLibCas9
17769	MPHOSPH6	-0.819989814892253	Common	Hart2017	MiniLibCas9
17770	MBTPS1	-4.147709243267312	Common	Hart2017	MiniLibCas9
17771	TAF1C	-1.5565379095457712	Common	Hart2017	MiniLibCas9
17772	GINS2	-4.63532151511777	Common	Hart2017	MiniLibCas9
17773	SLC7A5	-0.477648012349319	Common	Hart2017	MiniLibCas9
17774	BANP	-1.0891311389995806	Common	Hart2017	MiniLibCas9
17775	ZC3H18	-0.3635029119011193	Common	Hart2017	MiniLibCas9
17776	MVD	-0.41174531936961	Common	Hart2017	MiniLibCas9
17777	CDT1	-4.167694354840403	Common	Hart2017	MiniLibCas9
17778	RPL13	-3.438820670676783	Common	Hart2017	MiniLibCas9
17779	VPS53	-0.8868407766425308	Common	Hart2017	MiniLibCas9
17780	GEMIN4	-1.4010278297011562	Common	Hart2017	MiniLibCas9
17781	PRPF8	-4.500724588259755	Common	Hart2017	MiniLibCas9
17782	RPA1	-3.1482813252841355	Common	Hart2017	MiniLibCas9
17783	SMG6	-0.5780632084261794	Common	Hart2017	MiniLibCas9
17784	TSR1	-0.9595403144957118	Common	Hart2017	MiniLibCas9
17785	METTL16	-0.6211868008819518	Common	Hart2017	MiniLibCas9
17786	PAFAH1B1	-4.503474867690768	Common	Hart2017	MiniLibCas9
17787	MYBBP1A	-1.0066566843894105	Common	Hart2017	MiniLibCas9
17788	PELP1	-1.5336843738444386	Common	Hart2017	MiniLibCas9
17789	MED11	-2.362280932825541	Common	Hart2017	MiniLibCas9
17790	PSMB6	-3.820124829999175	Common	Hart2017	MiniLibCas9
17791	PFN1	-0.5115600456931955	Common	Hart2017	MiniLibCas9
17792	NUP88	-2.469849402531148	Common	Hart2017	MiniLibCas9
17793	RPAIN	-1.8813041230762744	Common	Hart2017	MiniLibCas9
17794	DHX33	-0.98296647257039	Common	Hart2017	MiniLibCas9
17795	MIS12	-3.3384110170576387	Common	Hart2017	MiniLibCas9
17796	MED31	-3.118917731917228	Common	Hart2017	MiniLibCas9
17797	RNASEK	-0.366269148777226	Common	Hart2017	MiniLibCas9
17798	ELP5	-0.7537829045505404	Common	Hart2017	MiniLibCas9
17799	EIF5A	-2.4172059719724217	Common	Hart2017	MiniLibCas9
17800	POLR2A	-4.476825001927494	Common	Hart2017	MiniLibCas9
17801	EIF4A1	-1.211806926940818	Common	Hart2017	MiniLibCas9
17802	TRAPPC1	-1.7550036137655989	Common	Hart2017	MiniLibCas9
17803	AURKB	-3.892405780721348	Common	Hart2017	MiniLibCas9
17804	PFAS	-0.4819752854669719	Common	Hart2017	MiniLibCas9
17805	RPL26	-2.454071621525309	Common	Hart2017	MiniLibCas9
17806	ELAC2	-1.183997031660838	Common	Hart2017	MiniLibCas9
17807	TRIM16	-0.2367434167478967	Common	Hart2017	MiniLibCas9
17808	COPS3	-1.082230919231922	Common	Hart2017	MiniLibCas9
17809	MED9	-1.1403518597543978	Common	Hart2017	MiniLibCas9
17810	MYO15A	-0.2793480054016431	Common	Hart2017	MiniLibCas9
17811	ALKBH5	-0.3851936616405363	Common	Hart2017	MiniLibCas9
17812	TOP3A	-3.561484005367459	Common	Hart2017	MiniLibCas9
17813	LGALS9C	-1.3826943486262002	Common	Hart2017	MiniLibCas9
17814	FAM106A	-0.9925020952508076	Common	Hart2017	MiniLibCas9
17815	TMEM199	-0.8858839079031398	Common	Hart2017	MiniLibCas9
17816	VTN	-0.2685292971677351	Common	Hart2017	MiniLibCas9
17817	SLC13A2	-0.6245599545593729	Common	Hart2017	MiniLibCas9
17818	UNC119	-0.461808039790931	Common	Hart2017	MiniLibCas9
17819	PIGS	-0.1889722139383941	Exclusive	Hart2017	MiniLibCas9
17820	SPAG5	-0.4524855205401872	Common	Hart2017	MiniLibCas9
17821	KIAA0100	-0.2007115789866935	Exclusive	Hart2017	MiniLibCas9
17822	SUPT6H	-2.008762897702265	Common	Hart2017	MiniLibCas9
17823	PROCA1	-0.1700752279593515	Exclusive	Hart2017	MiniLibCas9
17824	RAB34	-0.3405479012137788	Common	Hart2017	MiniLibCas9
17825	RPL23A	-2.9082358468060097	Common	Hart2017	MiniLibCas9
17826	NEK8	-0.3743691329792969	Common	Hart2017	MiniLibCas9
17827	DHRS13	-0.3276064018846081	Common	Hart2017	MiniLibCas9
17828	PHF12	-0.4870435647388076	Common	Hart2017	MiniLibCas9
17829	CPD	-0.328868996950684	Common	Hart2017	MiniLibCas9
17830	TEFM	-0.2274777002048706	Common	Hart2017	MiniLibCas9
17831	UTP6	-0.4900283341643193	Common	Hart2017	MiniLibCas9
17832	C17orf75	-0.1890557408088092	Exclusive	Hart2017	MiniLibCas9
17833	ZNF207	-1.5154496946305596	Common	Hart2017	MiniLibCas9
17834	PSMD11	-3.3470950374391992	Common	Hart2017	MiniLibCas9
17835	ZNF830	-0.6931108743484787	Common	Hart2017	MiniLibCas9
17836	NLE1	-1.660649102188579	Common	Hart2017	MiniLibCas9
17837	CCL4	-0.1771619041180822	Exclusive	Hart2017	MiniLibCas9
17838	TBC1D3B	-2.5596802728213595	Common	Hart2017	MiniLibCas9
17839	ZNHIT3	-0.2119027678588265	Exclusive	Hart2017	MiniLibCas9
17840	AATF	-0.3633302050634406	Common	Hart2017	MiniLibCas9
17841	ACACA	-0.875068456636284	Common	Hart2017	MiniLibCas9
17842	DDX52	-1.3360658666016114	Common	Hart2017	MiniLibCas9
17843	HNF1B	-1.572967676439586	Common	Hart2017	MiniLibCas9
17844	MRPL45	-0.2323086534695837	Common	Hart2017	MiniLibCas9
17845	GPR179	-0.1814106337252446	Exclusive	Hart2017	MiniLibCas9
17846	SOCS7	-0.179233636103952	Exclusive	Hart2017	MiniLibCas9
17847	SRCIN1	-0.6274892446820048	Common	Hart2017	MiniLibCas9
17848	EPOP	-1.0852226121725663	Common	Hart2017	MiniLibCas9
17849	PSMB3	-5.235716227521037	Common	Hart2017	MiniLibCas9
17850	CWC25	-0.4721296546890372	Common	Hart2017	MiniLibCas9
17851	C17orf98	-0.1692220340472921	Exclusive	Hart2017	MiniLibCas9
17852	RPL23	-3.443095289120224	Common	Hart2017	MiniLibCas9
17853	LASP1	-0.1673818591270792	Exclusive	Hart2017	MiniLibCas9
17854	RPL19	-3.3738245817281407	Common	Hart2017	MiniLibCas9
17855	MED1	-1.074678537517944	Common	Hart2017	MiniLibCas9
17856	CDK12	-0.932032286896842	Common	Hart2017	MiniLibCas9
17857	ERBB2	-0.4183107371485776	Common	Hart2017	MiniLibCas9
17858	PSMD3	-3.1514156764786496	Common	Hart2017	MiniLibCas9
17859	MED24	-0.8350282796897648	Common	Hart2017	MiniLibCas9
17860	MSL1	-0.2009701350179625	Exclusive	Hart2017	MiniLibCas9
17861	CDC6	-3.629270731829853	Common	Hart2017	MiniLibCas9
17862	TOP2A	-4.448496463728168	Common	Hart2017	MiniLibCas9
17863	KRTAP4-7	-1.2614887389720573	Common	Hart2017	MiniLibCas9
17864	KRTAP4-9	-0.7090213654549707	Common	Hart2017	MiniLibCas9
17865	KRTAP4-11	-2.808722301460942	Common	Hart2017	MiniLibCas9
17866	KRTAP4-2	-1.4214032102695504	Common	Hart2017	MiniLibCas9
17867	KRTAP9-2	-0.3067298342794042	Common	Hart2017	MiniLibCas9
17868	KRTAP9-4	-0.64757548081504	Common	Hart2017	MiniLibCas9
17869	KRTAP9-6	-0.2302144783801833	Common	Hart2017	MiniLibCas9
17870	KRTAP9-7	-0.1712156520205405	Exclusive	Hart2017	MiniLibCas9
17871	KRT17	-0.6192956717651972	Common	Hart2017	MiniLibCas9
17872	EIF1	-1.2358919809060356	Common	Hart2017	MiniLibCas9
17873	JUP	-0.3824053918658481	Common	Hart2017	MiniLibCas9
17874	ACLY	-0.6068062957246956	Common	Hart2017	MiniLibCas9
17875	DHX58	-0.7011515940938335	Common	Hart2017	MiniLibCas9
17876	KAT2A	-0.3355821937957613	Common	Hart2017	MiniLibCas9
17877	TUBG1	-3.0844182673871727	Common	Hart2017	MiniLibCas9
17878	EZH1	-0.2304094363424986	Common	Hart2017	MiniLibCas9
17879	VPS25	-2.949151800029246	Common	Hart2017	MiniLibCas9
17880	RPL27	-3.1197409437314376	Common	Hart2017	MiniLibCas9
17881	DHX8	-4.67403669318771	Common	Hart2017	MiniLibCas9
17882	LSM12	-0.2475221332172155	Common	Hart2017	MiniLibCas9
17883	ATXN7L3	-0.228993507093467	Common	Hart2017	MiniLibCas9
17884	UBTF	-1.882990815508916	Common	Hart2017	MiniLibCas9
17885	ITGA2B	-0.1911214777412028	Exclusive	Hart2017	MiniLibCas9
17886	FZD2	-0.2837042764837307	Common	Hart2017	MiniLibCas9
17887	MEIOC	-0.407037466004885	Common	Hart2017	MiniLibCas9
17888	ADAM11	-0.2679074607013111	Common	Hart2017	MiniLibCas9
17889	EFTUD2	-3.5438757613174454	Common	Hart2017	MiniLibCas9
17890	NMT1	-0.9165894056383193	Common	Hart2017	MiniLibCas9
17891	LRRC37A	-2.32588413280189	Common	Hart2017	MiniLibCas9
17892	KANSL1	-2.797436014393961	Common	Hart2017	MiniLibCas9
17893	LRRC37A2	-1.0644070632156224	Common	Hart2017	MiniLibCas9
17894	NSF	-1.9546014825665357	Common	Hart2017	MiniLibCas9
17895	GOSR2	-1.5923629002690427	Common	Hart2017	MiniLibCas9
17896	CDC27	-1.1992503738316858	Common	Hart2017	MiniLibCas9
17897	KPNB1	-2.1763519854966127	Common	Hart2017	MiniLibCas9
17898	MRPL10	-0.1704304066123971	Exclusive	Hart2017	MiniLibCas9
17899	SP6	-0.2978089355434377	Common	Hart2017	MiniLibCas9
17900	SNF8	-2.555703519143962	Common	Hart2017	MiniLibCas9
17901	PHB	-3.124244503396663	Common	Hart2017	MiniLibCas9
17902	NGFR	-0.1703518879492322	Exclusive	Hart2017	MiniLibCas9
17903	SLC35B1	-1.1961686732709538	Common	Hart2017	MiniLibCas9
17904	MRPL27	-0.4575998998666016	Common	Hart2017	MiniLibCas9
17905	RSAD1	-0.1910828532659138	Exclusive	Hart2017	MiniLibCas9
17906	LUC7L3	-2.1429940752737204	Common	Hart2017	MiniLibCas9
17907	WFIKKN2	-0.3744636056205015	Common	Hart2017	MiniLibCas9
17908	SPAG9	-0.2574173389469677	Common	Hart2017	MiniLibCas9
17909	MBTD1	-0.3614903245822025	Common	Hart2017	MiniLibCas9
17910	UTP18	-1.0531745371758756	Common	Hart2017	MiniLibCas9
17911	MRPS23	-0.2251277008932539	Common	Hart2017	MiniLibCas9
17912	SRSF1	-5.107284908158386	Common	Hart2017	MiniLibCas9
17913	OR4D1	-0.2165712266906319	Exclusive	Hart2017	MiniLibCas9
17914	SUPT4H1	-0.5405168178924629	Common	Hart2017	MiniLibCas9
17915	MTMR4	-0.3638599224888733	Common	Hart2017	MiniLibCas9
17916	RAD51C	-0.6438945469712419	Common	Hart2017	MiniLibCas9
17917	TRIM37	-1.9113591598492767	Common	Hart2017	MiniLibCas9
17918	SKA2	-1.820368476246596	Common	Hart2017	MiniLibCas9
17919	CLTC	-1.491275476108279	Common	Hart2017	MiniLibCas9
17920	VMP1	-1.6998980128770875	Common	Hart2017	MiniLibCas9
17921	TUBD1	-0.9195300449148492	Common	Hart2017	MiniLibCas9
17922	INTS2	-1.9769469193112004	Common	Hart2017	MiniLibCas9
17923	DCAF7	-0.3665803904390521	Common	Hart2017	MiniLibCas9
17924	DDX42	-0.5368004533809856	Common	Hart2017	MiniLibCas9
17925	FTSJ3	-1.913121187706752	Common	Hart2017	MiniLibCas9
17926	PSMC5	-3.9322007080774704	Common	Hart2017	MiniLibCas9
17927	CSH2	-0.2085531448699019	Exclusive	Hart2017	MiniLibCas9
17928	CSH1	-0.7403593097387713	Common	Hart2017	MiniLibCas9
17929	DDX5	-0.6945694835142193	Common	Hart2017	MiniLibCas9
17930	GNA13	-1.2635821244765555	Common	Hart2017	MiniLibCas9
17931	PSMD12	-1.3348848269746445	Common	Hart2017	MiniLibCas9
17932	BPTF	-0.7146013857819248	Common	Hart2017	MiniLibCas9
17933	SOX9	-1.2159464359416674	Common	Hart2017	MiniLibCas9
17934	COG1	-0.5446973414572072	Common	Hart2017	MiniLibCas9
17935	RPL38	-1.031474646652739	Common	Hart2017	MiniLibCas9
17936	FDXR	-0.2788000931887732	Common	Hart2017	MiniLibCas9
17937	OTOP2	-0.1681050510631855	Exclusive	Hart2017	MiniLibCas9
17938	MRPL58	-0.3218090664381278	Common	Hart2017	MiniLibCas9
17939	ATP5PD	-0.3666751414401709	Common	Hart2017	MiniLibCas9
17940	ARMC7	-0.8294633896270472	Common	Hart2017	MiniLibCas9
17941	SUMO2	-1.3463793159787014	Common	Hart2017	MiniLibCas9
17942	NUP85	-4.24156978070514	Common	Hart2017	MiniLibCas9
17943	TSEN54	-0.517866602310114	Common	Hart2017	MiniLibCas9
17944	SAP30BP	-3.029194819992656	Common	Hart2017	MiniLibCas9
17945	MRPL38	-0.5597879645653743	Common	Hart2017	MiniLibCas9
17946	SRP68	-0.8117075872007594	Common	Hart2017	MiniLibCas9
17947	EXOC7	-0.1886280084987608	Exclusive	Hart2017	MiniLibCas9
17948	SRSF2	-5.286577993390541	Common	Hart2017	MiniLibCas9
17949	C17orf99	-0.3144214535498575	Common	Hart2017	MiniLibCas9
17950	BIRC5	-3.62234145878128	Common	Hart2017	MiniLibCas9
17951	PGS1	-0.1854981791711009	Exclusive	Hart2017	MiniLibCas9
17952	USP36	-0.8510410141695045	Common	Hart2017	MiniLibCas9
17953	ENPP7	-0.5205903455444642	Common	Hart2017	MiniLibCas9
17954	EIF4A3	-3.796747894456925	Common	Hart2017	MiniLibCas9
17955	RPTOR	-1.0225346416983123	Common	Hart2017	MiniLibCas9
17956	CHMP6	-2.781480618180412	Common	Hart2017	MiniLibCas9
17957	NDUFAF8	-0.2478465651947138	Common	Hart2017	MiniLibCas9
17958	ACTG1	-0.1679266479884468	Exclusive	Hart2017	MiniLibCas9
17959	NPLOC4	-1.8216885508745777	Common	Hart2017	MiniLibCas9
17960	HGS	-0.5391106531465425	Common	Hart2017	MiniLibCas9
17961	ALYREF	-1.7716857072274526	Common	Hart2017	MiniLibCas9
17962	ANAPC11	-3.753244489873093	Common	Hart2017	MiniLibCas9
17963	GPS1	-1.765752454335971	Common	Hart2017	MiniLibCas9
17964	FASN	-0.4085862212539368	Common	Hart2017	MiniLibCas9
17965	TBCD	-2.277821168243759	Common	Hart2017	MiniLibCas9
17966	THOC1	-2.473267460838454	Common	Hart2017	MiniLibCas9
17967	TYMS	-0.7655670556392508	Common	Hart2017	MiniLibCas9
17968	NDC80	-4.545788036262508	Common	Hart2017	MiniLibCas9
17969	NAPG	-1.031517938532552	Common	Hart2017	MiniLibCas9
17970	AFG3L2	-1.743636165007822	Common	Hart2017	MiniLibCas9
17971	SEH1L	-1.539666591005619	Common	Hart2017	MiniLibCas9
17972	CEP192	-1.108658488896829	Common	Hart2017	MiniLibCas9
17973	RNMT	-1.3895805416592697	Common	Hart2017	MiniLibCas9
17974	SNRPD1	-5.044109005663584	Common	Hart2017	MiniLibCas9
17975	GATA6	-0.7211794399608658	Common	Hart2017	MiniLibCas9
17976	RBBP8	-0.8017169650574927	Common	Hart2017	MiniLibCas9
17977	TRAPPC8	-2.4582590621022096	Common	Hart2017	MiniLibCas9
17978	DTNA	-0.214330453074658	Exclusive	Hart2017	MiniLibCas9
17979	INO80C	-0.2709613453022839	Common	Hart2017	MiniLibCas9
17980	C18orf21	-0.5405516922709498	Common	Hart2017	MiniLibCas9
17981	ELP2	-0.8692316767517845	Common	Hart2017	MiniLibCas9
17982	TPGS2	-0.2143063525269778	Exclusive	Hart2017	MiniLibCas9
17983	PIK3C3	-0.3533311516352009	Common	Hart2017	MiniLibCas9
17984	ATP5F1A	-1.038158245421989	Common	Hart2017	MiniLibCas9
17985	HAUS1	-3.6507066119719975	Common	Hart2017	MiniLibCas9
17986	ELOA3	-0.3677776027567991	Common	Hart2017	MiniLibCas9
17987	RPL17	-3.1253832780886945	Common	Hart2017	MiniLibCas9
17988	MBD1	-0.2013618048481809	Exclusive	Hart2017	MiniLibCas9
17989	CXXC1	-0.6842074512903134	Common	Hart2017	MiniLibCas9
17990	SKA1	-1.902512770158646	Common	Hart2017	MiniLibCas9
17991	MAPK4	-0.1915562199677125	Exclusive	Hart2017	MiniLibCas9
17992	WDR7	-0.7105325886244558	Common	Hart2017	MiniLibCas9
17993	FECH	-0.7446866005103482	Common	Hart2017	MiniLibCas9
17994	NARS1	-3.961637471760224	Common	Hart2017	MiniLibCas9
17995	RTTN	-0.9841771258010096	Common	Hart2017	MiniLibCas9
17996	ZNF407	-1.4059139929707705	Common	Hart2017	MiniLibCas9
17997	ZNF236	-0.5804378952461533	Common	Hart2017	MiniLibCas9
17998	CTDP1	-2.9307016582357077	Common	Hart2017	MiniLibCas9
17999	SLC66A2	-0.173045866248946	Exclusive	Hart2017	MiniLibCas9
18000	TXNL4A	-4.409293903421905	Common	Hart2017	MiniLibCas9
18001	OR4F17	-0.643581353254129	Common	Hart2017	MiniLibCas9
18002	POLRMT	-0.4693674128405191	Common	Hart2017	MiniLibCas9
18003	PTBP1	-1.1043456713912854	Common	Hart2017	MiniLibCas9
18004	MED16	-0.5534964485990767	Common	Hart2017	MiniLibCas9
18005	WDR18	-1.2844716073225515	Common	Hart2017	MiniLibCas9
18006	POLR2E	-3.00848104142218	Common	Hart2017	MiniLibCas9
18007	ATP5F1D	-0.616941824958626	Common	Hart2017	MiniLibCas9
18008	NDUFS7	-0.2420203097251053	Common	Hart2017	MiniLibCas9
18009	RPS15	-3.64514129296236	Common	Hart2017	MiniLibCas9
18010	APC2	-0.2245683148440078	Exclusive	Hart2017	MiniLibCas9
18011	C19orf25	-0.2609225570924802	Common	Hart2017	MiniLibCas9
18012	PLK5	-0.5239890424720732	Common	Hart2017	MiniLibCas9
18013	MBD3	-0.3293038422798814	Common	Hart2017	MiniLibCas9
